Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,part_of_day
1900-01-01 16:04:00,Tuesday,Under 18,Male,Primary education,Employee,Below 1yr,Small Truck,Owner,New Vehicle,Public service areas,Undivided Two way,Flat Road,No junction,Earth roads,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Stopping,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 17:25:00,Wednesday,31-50,Male,Secondary education,Employee,Below 1yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Other,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 13:45:00,Sunday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 17:05:00,Wednesday,Over 51,Male,Primary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Windy,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Male,Over 51,3,Driver,Normal,Unknown or other,Human Error,Sore
1900-01-01 12:53:00,Sunday,31-50,Male,Low education,Employee,5-10yr,Two-Wheeler,Owner,Old Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Clear,Collision with pedestrians,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 17:34:00,Friday,18-30,Male,Secondary education,Employee,Below 1yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Collision with roadside objects,2,1,Moving backward,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 17:05:00,Monday,31-50,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:15:00,Wednesday,31-50,Male,Primary education,Owner,1-2yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Collision with pedestrians,1,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 20:24:00,Friday,18-30,Female,Primary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:41:00,Thursday,18-30,Male,Secondary education,Employee,2-5yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,Double carriageway (median),Flat Road,Crossing,Earth roads,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Other,Passenger,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 01:08:00,Sunday,Under 18,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Employee,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 08:05:00,Thursday,18-30,Female,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Collision with pedestrians,3,1,Moving backward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 10:35:00,Tuesday,31-50,Male,Secondary education,Employee,5-10yr,Car,Organization,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 22:45:00,Wednesday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,other,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Collision with pedestrians,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 16:39:00,Friday,18-30,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Other,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,Under 18,3,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:40:00,Sunday,18-30,Male,Primary education,Employee,No Licence,Small Bus,Owner,Moderate Vehicle,Other,One way,Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Clear,Collision with roadside objects,3,1,Moving forward,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 05:40:00,Tuesday,Over 51,Male,Secondary education,Employee,2-5yr,Small Bus,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:34:00,Monday,Over 51,Male,Secondary education,Employee,2-5yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 08:50:00,Thursday,18-30,Male,Primary education,Other,5-10yr,Car,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Steep Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,3,Student,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 08:10:00,Monday,31-50,Male,Primary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Pedestrian,Male,5,3,Driver,Normal,Unknown or other,Vehicle Issues,Pagi
1900-01-01 21:15:00,Friday,31-50,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Gravel roads,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 19:25:00,Friday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Old Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,5,Moving backward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 11:55:00,Friday,31-50,Male,Secondary education,Employee,5-10yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,Under 18,3,Employee,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 12:20:00,Saturday,18-30,Male,Secondary education,Employee,Above 10yr,Small Truck,Owner,Moderate Vehicle,Recreational areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 07:10:00,Friday,18-30,Male,Secondary education,Employee,Above 10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Earth roads,Dry,Good lighting,Clear,Collision with pedestrians,2,1,Moving forward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:20:00,Friday,18-30,Male,Primary education,Owner,1-2yr,Small Truck,Organization,New Vehicle,Commercial areas,other,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Turnover,Driver or rider,Female,5,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 14:36:00,Thursday,18-30,Male,Secondary education,Employee,Below 1yr,Car,Organization,Moderate Vehicle,Recreational areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Junction movement,Pedestrian,Female,31-50,3,Employee,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 07:58:00,Monday,18-30,Male,Secondary education,Employee,5-10yr,Large Truck,Governmental,Moderate Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Earth roads,Wet or damp,Good lighting,Rainy,Collision with pedestrians,1,1,Moving forward,Driver or rider,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 11:00:00,Sunday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,3,Moving forward,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 23:32:00,Friday,18-30,Male,Secondary education,Employee,5-10yr,Small Truck,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 23:36:00,Thursday,Under 18,Male,Primary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,No junction,Asphalt,Dry,Poor lighting,Clear,Vehicle with vehicle collision,1,4,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 15:55:00,Tuesday,Over 51,Male,Primary education,Employee,1-2yr,Medium Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Hilly Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Turnover,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 14:30:00,Sunday,Under 18,Male,Secondary education,Employee,2-5yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,2,Moving forward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,External Factors,Siang
1900-01-01 15:35:00,Friday,18-30,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Other,other,Flat Road,Other,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Violation,Sore
1900-01-01 21:50:00,Tuesday,18-30,Male,Higher education,Other,2-5yr,Car,Owner,Moderate Vehicle,Recreational areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,External Factors,Malam
1900-01-01 07:44:00,Friday,18-30,Male,Primary education,Employee,5-10yr,Small Truck,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,Crossing,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:43:00,Wednesday,18-30,Male,Secondary education,Employee,5-10yr,Small Bus,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Unknown,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:00:00,Wednesday,Over 51,Male,Secondary education,Employee,Below 1yr,Car,Owner,Moderate Vehicle,Other,other,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Female,31-50,3,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 00:30:00,Tuesday,31-50,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Student,Normal,Not a Pedestrian,Vehicle Issues,Malam
1900-01-01 18:08:00,Saturday,18-30,Male,Higher education,Owner,5-10yr,Car,Governmental,New Vehicle,Residential areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Poor lighting,Clear,Vehicle with vehicle collision,2,4,Moving forward,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 03:00:00,Saturday,18-30,Male,Secondary education,Employee,2-5yr,Car,Governmental,Old Vehicle,Other,Double carriageway (median),Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 07:20:00,Thursday,18-30,Male,Secondary education,Employee,Below 1yr,Large Truck,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 16:00:00,Friday,Under 18,Male,Secondary education,Employee,2-5yr,Car,Owner,Old Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with pedestrians,3,1,Moving forward,Driver or rider,Male,18-30,na,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 21:51:00,Friday,18-30,Male,Higher education,Employee,5-10yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Fall from vehicles,2,4,Other,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 12:20:00,Saturday,Over 51,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Public service areas,One way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 17:00:00,Tuesday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,18-30,na,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 08:13:00,Wednesday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,2,2,Moving forward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 16:15:00,Friday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:53:00,Saturday,31-50,Male,Primary education,Employee,1-2yr,Two-Wheeler,Governmental,Old Vehicle,Other,Double carriageway (median),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 15:55:00,Thursday,18-30,Male,Secondary education,Employee,Above 10yr,Large Truck,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Other,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 23:35:00,Thursday,18-30,Male,Primary education,Employee,5-10yr,Small Bus,Owner,Moderate Vehicle,Commercial areas,One way,Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 10:10:00,Sunday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Other,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Turnover,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:10:00,Wednesday,18-30,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Other,One way,Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 20:55:00,Friday,Over 51,Male,Primary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,3,5,Moving forward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 00:30:00,Sunday,Over 51,Male,Secondary education,Employee,5-10yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Collision with roadside objects,2,3,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 22:00:00,Friday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Wet or damp,Moderate lighting,Clear,Collision with pedestrians,1,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:43:00,Monday,31-50,Male,Primary education,Owner,1-2yr,Medium Bus,Owner,Moderate Vehicle,Recreational areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,3,5,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
