Time,Day,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
11:00:00,Friday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,2,1,Exiting,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:00:00,Sunday,Under 18,Male,Junior high school,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:00:00,Sunday,31-50,Male,High school,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,1-2yr,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
18:00:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Student,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
23:00:00,Friday,Unknown,Female,Junior high school,Employee,1-2yr,Automobile,Governmental,Below 1yr,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Female,31-50,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Fatal injury
11:00:00,Monday,Over 51,Male,High school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
11:00:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
20:00:00,Tuesday,Unknown,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,1,1,Moving forward,Male,31-50,3,,,"Walking along in carriageway, facing traffic",Driving carelessly,Slight Injury
11:00:00,Monday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,Male,18-30,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
11:00:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,2-5yrs,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving to the left,Slight Injury
08:00:00,Saturday,31-50,Male,Elementary school,Other,5-10yr,Pick up upto 10 Quintal,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
08:00:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,31-50,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
08:00:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41 - 100 Quintal),Governmental,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,,,Crossing from driver's nearside,No priority to vehicle,Slight Injury
18:00:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Public (13 - 45 seats),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
10:00:00,Saturday,Unknown,Male,Elementary school,Owner,2-5yr,Automobile,Owner,2-5yrs,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Stationary Object Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
10:00:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Daylight,Other,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,NormalNormal,Not a Pedestrian,No priority to vehicle,Slight Injury
01:00:00,Sunday,31-50,Male,Junior high school,Owner,1-2yr,Public (12 seats),Owner,Unknown,Other,,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,3,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
01:00:00,Sunday,31-50,Male,Elementary school,Employee,Above 10yr,Motorcycle,Owner,Above 10yr,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
01:00:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Office areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,3,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Serious Injury
01:00:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Above 10yr,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,3,3,Moving forward,Male,18-30,2,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
01:00:00,Sunday,Unknown,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,3,3,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Serious Injury
15:00:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Above 10yr, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
15:00:00,Tuesday,31-50,Male,Elementary school,Employee,Above 10yr,Stationwagen,Governmental,Unknown, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
01:00:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10 Quintal,Organization,2-5yrs,Other,Undivided Two way,Tangent road with flat terrain,Other,Earth roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
01:00:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,2,Other,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
10:00:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle Collision,2,1,Moving forward,Female,31-50,3,,,Not a Pedestrian,Changing lane to the right,Serious Injury
11:00:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,  Recreational areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
13:00:00,Friday,Over 51,Male,Junior high school,Owner,Above 10yr,Automobile,Governmental,Unknown,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
13:00:00,Friday,Over 51,Male,High school,Other,Above 10yr,Public (13 - 45 seats),Governmental,5-10yrs, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Getting off the vehicle improperly,Slight Injury
09:00:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Public (13 - 45 seats),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
09:00:00,Thursday,Over 51,Male,Elementary school,Employee,5-10yr,Automobile,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Female,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
08:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Serious Injury
08:00:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,2-5yrs,Office areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,Over 51,3,Other,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
08:00:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
08:00:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Other,One way,Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the right,Serious Injury
08:00:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Student,Normal,Not a Pedestrian,Overtaking,Slight Injury
08:00:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Pick up upto 10 Quintal,Owner,Unknown,  Recreational areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
23:00:00,Monday,Unknown,Female,Elementary school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Unknown, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
11:00:00,Friday,Over 51,Male,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Serious Injury
04:00:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
22:00:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:00:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Governmental,Unknown,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:00:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,Above 10yr,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:00:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Other,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving to the left,Slight Injury
17:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Below 1yr,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
15:00:00,Wednesday,18-30,Male,Elementary school,Owner,2-5yr,Public (> 45 seats),Owner,2-5yrs,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Cloudy,Vehicle Collision,2,1,Moving forward,Female,18-30,1,,,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Wednesday,Over 51,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Cloudy,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
07:00:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
