Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity
Evening,Dewasa,Male,Employee,1-2yr,,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving backward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Lansia,Male,Employee,unknown,Private Vehicle,Owner,Urban,Other,Tangent road with rolling terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,1,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Unknwon,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving backward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Other,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Unknown,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Reckless Driving,Slight Injury
Evening,Dewasa,Male,Owner,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,2,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Employee,1-2yr,Public Transport,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,2,Moving backward,3,Reckless Driving,Slight Injury
Evening,Lansia,Male,Employee,Above 10yr,,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,2,Moving forward,3,Other/Unknown,Slight Injury
Evening,Dewasa,Male,Employee,1-2yr,,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,2,Moving forward,3,Unsafe Driving,Slight Injury
Late Night,Unknwon,Female,Employee,2-5yr,Private Vehicle,Owner,Rural,Other,Gentle horizontal curve,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,3,Speeding,Slight Injury
Morning,Unknwon,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Rural,Other,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Other/Unknown,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,3,Unsafe Lane Change,Slight Injury
Morning,Unknwon,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Gentle horizontal curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Unknwon,Male,Employee,5-10yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Other/Unknown,Slight Injury
Morning,Unknwon,Female,Employee,1-2yr,Public Transport,Owner,Rural,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Remaja,Male,Employee,5-10yr,Private Vehicle,Owner,Public,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,1-2yr,Non-Motorized,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Reckless Driving,Slight Injury
Evening,Unknwon,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Evening,Remaja,Male,Employee,5-10yr,Private Vehicle,Governmental,Urban,Other,Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,3,Distance & Priority Violation,Slight Injury
Late Night,Unknwon,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Employee,1-2yr,Other,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Reckless Driving,Serious Injury
Late Night,Unknwon,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Windy,Vehicle Collision,1,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Lansia,Male,Owner,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Owner,5-10yr,Public Transport,Governmental,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Reckless Driving,Slight Injury
Evening,Dewasa,Male,Employee,5-10yr,,Owner,Other,Divided Road (Median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Evening,Remaja,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Moving forward,3,Reckless Driving,Serious Injury
Late Night,Dewasa,Male,Employee,Above 10yr,,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,3,Unsafe Lane Change,Serious Injury
Afternoon,Lansia,Male,Employee,Below 1yr,Public Transport,Organization,Urban,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Public Transport,Governmental,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Distance & Priority Violation,Serious Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Turning,3,Moving Backward,Serious Injury
Afternoon,Dewasa,Male,Employee,1-2yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Moving Backward,Serious Injury
Morning,Unknwon,Female,Employee,2-5yr,,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Organization,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Lansia,Male,Employee,Below 1yr,Public Transport,Owner,Urban,One Way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,3,Distance & Priority Violation,Slight Injury
Morning,Lansia,Male,Employee,2-5yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Organization,Urban,Other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Remaja,Male,Employee,Above 10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,3,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Other,Escarpments,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,3,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,3,1,Moving backward,2,Reckless Driving,Slight Injury
Afternoon,Unknwon,Female,Employee,1-2yr,Public Transport,Owner,Urban,Other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Unknwon,Female,Employee,2-5yr,Commercial Vehicle,Owner,Other,Divided Road (Median),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Other/Unknown,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,,Owner,Urban,Other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Other,5-10yr,,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,3,Moving forward,3,Unsafe Lane Change,Serious Injury
Evening,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,3,Turning,3,Distance & Priority Violation,Serious Injury
Evening,Dewasa,Male,Owner,5-10yr,Commercial Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,3,Moving forward,3,Distance & Priority Violation,Serious Injury
Evening,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Reckless Driving,Serious Injury
Morning,Dewasa,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,3,Speeding,Slight Injury
Morning,Lansia,Male,Other,Below 1yr,Commercial Vehicle,Owner,Other,Other,Tangent road with mild grade and flat terrain,No junction,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Public,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,3,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,5-10yr,Other,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,3,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,5-10yr,Other,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Stopping,3,Other/Unknown,Slight Injury
Morning,Unknwon,Female,Employee,2-5yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Turning,3,Other/Unknown,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Exiting,3,Moving Backward,Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving backward,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Owner,2-5yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving backward,3,Moving Backward,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Other,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Turning,3,Reckless Driving,Serious Injury
Late Night,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,5,Moving forward,3,Distance & Priority Violation,Serious Injury
Late Night,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Moving forward,3,Other/Unknown,Serious Injury
Late Night,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Turning,3,Unsafe Lane Change,Serious Injury
Late Night,Dewasa,Male,Employee,5-10yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Moving forward,3,Distance & Priority Violation,Serious Injury
Late Night,Unknwon,Male,Owner,1-2yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Self-accident,3,5,Moving forward,3,Reckless Driving,Serious Injury
Late Night,Unknwon,Male,Employee,2-5yr,Private Vehicle,Owner,Public,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Turning,3,Distance & Priority Violation,Serious Injury
Morning,Dewasa,Male,Employee,1-2yr,Private Vehicle,Governmental,Public,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Stopping,3,Distance & Priority Violation,Slight Injury
Morning,Lansia,Male,Employee,Above 10yr,Other,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,,Owner,Urban,Other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,2,Distance & Priority Violation,Slight Injury
Evening,Remaja,Male,Employee,2-5yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Unknwon,Male,Employee,2-5yr,Public Transport,Owner,Public,Other,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Late Night,Remaja,Male,Employee,2-5yr,Other,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,2,Turning,3,Unsafe Driving,Slight Injury
Late Night,Dewasa,Male,Employee,2-5yr,Other,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,2,Moving backward,3,Reckless Driving,Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,Other,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Unsafe Driving,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Reckless Driving,Slight Injury
Morning,Remaja,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Unknwon,Male,Employee,Above 10yr,Other,Governmental,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Stationary Object Collision,2,2,Moving forward,3,Reckless Driving,Slight Injury
