Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
Night,Friday,31-50,Male,Employee,Below 1yr,Public (12 seats),Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,Unknown,Male,Employee,Above 10yr,Stationwagen,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,2,Other,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,18-30,Male,Employee,5-10yr,Automobile,Owner,Office areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,2,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Morning,Friday,18-30,Unknown,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Office areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,2,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Evening,Wednesday,31-50,Male,Employee,5-10yr,Special vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
Night,Sunday,31-50,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Governmental,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Other,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Night,Sunday,Unknown,Female,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Tuesday,18-30,Male,Employee,1-2yr,Public (> 45 seats),Governmental,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Wednesday,18-30,Male,Employee,2-5yr,Automobile,Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
Morning,Wednesday,31-50,Male,Owner,Above 10yr,Automobile,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Afternoon,Friday,18-30,Male,Employee,2-5yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Afternoon,Friday,18-30,Male,Employee,Above 10yr,Public (> 45 seats),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Friday,18-30,Male,Employee,2-5yr,Lorry (11 - 40 Quintal),Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Stationary Object Collision,2,2,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Friday,31-50,Male,Other,No Licence,Pick up upto 10 Quintal,Governmental,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Friday,31-50,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Friday,31-50,Male,Owner,5-10yr,Pick up upto 10 Quintal,Owner,Office areas,Double carriageway (median),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
Night,Friday,Unknown,Male,Employee,1-2yr,Special vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,2,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Saturday,31-50,Male,Employee,Above 10yr,Lorry (11 - 40 Quintal),Owner,Office areas,,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Saturday,Unknown,Female,Employee,1-2yr,Automobile,Owner,Office areas,,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
Evening,Sunday,18-30,Male,Employee,1-2yr,Automobile,Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Sunday,31-50,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Residential areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Monday,31-50,Male,Employee,1-2yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Monday,18-30,Male,Employee,1-2yr,Other,Owner,  Recreational areas,other,,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Monday,Unknown,Male,Employee,Above 10yr,Automobile,Governmental,Office areas,other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Afternoon,Monday,Unknown,Male,Employee,Above 10yr,Other,Owner, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Monday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Other,,,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Self-accident,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Monday,Under 18,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Morning,Wednesday,Unknown,Female,Employee,1-2yr,Lorry (41 - 100 Quintal),Governmental,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Wednesday,31-50,Male,Employee,5-10yr,Automobile,Owner, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Wednesday,31-50,Male,Owner,2-5yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Wednesday,Over 51,Male,Employee,2-5yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Wednesday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Friday,Unknown,Male,Employee,5-10yr,Automobile,Owner,Office areas,Double carriageway (median),Escarpments,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,Female,18-30,3,,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
Night,Friday,Unknown,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Office areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,Female,Over 51,3,,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Driving carelessly,Slight Injury
Night,Wednesday,18-30,Male,Employee,Above 10yr,Taxi,Owner,Office areas,Undivided Two way,Escarpments,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
Night,Wednesday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Monday,18-30,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Stationary Object Collision,2,1,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Monday,Over 51,Male,Employee,2-5yr,Other,Owner,Office areas,other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Stationary Object Collision,2,1,Moving forward,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Thursday,31-50,Male,Employee,2-5yr,Stationwagen,Owner,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Serious Injury
Afternoon,Thursday,31-50,Male,Employee,2-5yr,Stationwagen,Owner,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Other,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
Evening,Tuesday,Unknown,Female,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
Afternoon,Wednesday,Unknown,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Wednesday,31-50,Male,Employee,2-5yr,Other,Owner,  Recreational areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Wednesday,Unknown,Male,Employee,1-2yr,Automobile,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Wednesday,18-30,Male,Employee,1-2yr,Automobile,Owner,Residential areas,other,,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Friday,31-50,Male,Employee,No Licence,Taxi,Owner,Residential areas,other,Tangent road with rolling terrain,Other,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Self-accident,1,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
Night,Saturday,31-50,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Saturday,18-30,Male,Employee,1-2yr,Other,Owner,  Market areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,2,2,Other,Male,31-50,3,,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Thursday,Over 51,Male,Employee,2-5yr,Automobile,Owner,Unknown,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Moving forward,Male,31-50,3,,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
Night,Thursday,18-30,Male,Employee,5-10yr,Public (> 45 seats),Owner, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,18-30,3,,Normal,Unknown or other,No priority to vehicle,Slight Injury
Night,Thursday,18-30,Male,Employee,5-10yr,Stationwagen,Owner,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Night,Tuesday,18-30,Male,Employee,5-10yr,Automobile,Governmental,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Afternoon,Tuesday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Tuesday,Over 51,Male,Employee,Above 10yr,Other,Governmental,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Male,Over 51,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Tuesday,Over 51,Male,Owner,Above 10yr,Public (13 - 45 seats),Owner,Rural village areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,,Not a Pedestrian,No distancing,Slight Injury
Morning,Tuesday,Unknown,Male,Employee,5-10yr,Other,Owner,Rural village areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Morning,Friday,Over 51,Male,Owner,Above 10yr,Other,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Friday,18-30,Male,Employee,5-10yr,Ridden horse,Owner,Residential areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,,,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
Night,Monday,31-50,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overloading,Slight Injury
