Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Day
05:00:00,Dewasa,Male,High school,Owner,Above 10yr,Commercial Vehicle,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Unknown,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
05:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Turning,Male,Under 18,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
21:00:00,Dewasa,Male,Writing & reading,Owner,5-10yr,Commercial Vehicle,Owner,1-2yr,Residential areas,Undivided Two way,Mountainous,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,1,Exiting,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Tuesday
18:00:00,Unknwon,Male,Above high school,Employee,Above 10yr,Public Transport,Owner,Unknown,Church areas,Double carriageway (median),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
18:00:00,Remaja,Male,High school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,Other,One way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
07:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Unknown,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Tuesday
07:00:00,Unknwon,Female,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,Other,Undivided Two way,Straight,No junction,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Male,Under 18,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
16:00:00,Lansia,Male,Junior high school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Mountainous,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,Under 18,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Thursday
16:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,Other,Undivided Two way,Straight,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
15:00:00,Dewasa,Male,Junior high school,Employee,No Licence,Other,Owner,1-2yr,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,Male,31-50,3,Normal,Unknown or other,No Distance,Serious Injury,Wednesday
15:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Other,Governmental,Unknown,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,Over 51,3,Normal,Crossing from driver's nearside,Unsafe Lane Change,Serious Injury,Wednesday
15:00:00,Lansia,Male,Illiterate,Owner,1-2yr,Public Transport,Owner,Unknown,Office areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury,Wednesday
15:00:00,Lansia,Male,Junior high school,Owner,Below 1yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Other,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Speeding,Slight Injury,Thursday
15:00:00,Lansia,Male,Junior high school,Owner,1-2yr,Public Transport,Owner,Unknown,Church areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Thursday
22:00:00,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,Unknown,Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Saturday
22:00:00,Dewasa,Male,Unknown,Owner,5-10yr,Private Vehicle,Owner,Unknown,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Moving Backward,Serious Injury,Saturday
22:00:00,Dewasa,Male,Unknown,Owner,Above 10yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Saturday
08:00:00,Dewasa,Male,Junior high school,Owner,2-5yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
08:00:00,Dewasa,Male,Elementary school,Owner,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
08:00:00,Dewasa,Male,Writing & reading,Owner,5-10yr,Commercial Vehicle,Owner,2-5yrs,Residential areas,Undivided Two way,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Friday
11:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,5,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Fatal injury,Sunday
11:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,Unknown,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,5,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Fatal injury,Sunday
11:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,5,Moving backward,Female,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Fatal injury,Sunday
11:00:00,Dewasa,Male,Junior high school,Owner,2-5yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,5,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Fatal injury,Sunday
11:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,5,Moving backward,Male,31-50,3,Normal,Unknown or other,Unsafe Lane Change,Fatal injury,Sunday
11:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,5-10yrs,Church areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,5,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Fatal injury,Sunday
20:00:00,Remaja,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
20:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,Office areas,Undivided Two way,Straight,Y Shape,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Improper Parking/Exit,Slight Injury,Monday
09:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,1-2yr,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Speeding,Serious Injury,Wednesday
09:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Special Vehicle,Owner,5-10yrs,Residential areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Wednesday
12:00:00,Lansia,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,31-50,3,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Wednesday
12:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,1-2yr,Other,other,Mountainous,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Wednesday
14:00:00,Unknwon,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,2-5yrs,Office areas,One way,Mountainous,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,Female,Under 18,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Monday
14:00:00,Dewasa,Male,Elementary school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
09:00:00,Unknwon,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
09:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Organization,2-5yrs,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Reckless Driving,Slight Injury,Tuesday
14:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
14:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Thursday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,One way,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,2,Normal,Unknown or other,Moving Backward,Slight Injury,Sunday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
20:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,One way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
17:00:00,Dewasa,Male,High school,Employee,Above 10yr,Special Vehicle,Owner,Unknown,Industrial areas,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,unknown,Unknown or other,No Distance,Slight Injury,Wednesday
17:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No Distance,Slight Injury,Wednesday
15:00:00,Unknwon,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,Residential areas,Undivided Two way,Mountainous,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Speeding,Serious Injury,Monday
15:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,unknown,unknown,unknown,unknown,Not a Pedestrian,DUI (Drugs/Alcohol),Serious Injury,Monday
15:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Monday
08:00:00,Unknwon,Male,Junior high school,Employee,5-10yr,Other,Owner,1-2yr,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
16:00:00,Lansia,Male,Junior high school,Employee,2-5yr,Other,Owner,Above 10yr,Outside rural areas,Two-way (divided with broken lines road marking),Unknown,No junction,Gravel roads,Wet or damp,Darkness - lights lit,Other,Stationary Object Collision,1,1,Moving backward,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Saturday
21:00:00,Remaja,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Above 10yr,Church areas,Two-way (divided with broken lines road marking),Mountainous,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Monday
21:00:00,Remaja,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,Office areas,other,Unknown,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving backward,Male,31-50,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Monday
21:00:00,Unknwon,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Above 10yr,Church areas,Two-way (divided with broken lines road marking),Mountainous,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
09:00:00,Dewasa,Male,Elementary school,Employee,Below 1yr,Public Transport,Owner,Unknown,Office areas,other,Unknown,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
09:00:00,Unknwon,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Governmental,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,unknown,3,unknown,Not a Pedestrian,Speeding,Slight Injury,Tuesday
20:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,1-2yr,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,Under 18,3,unknown,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Saturday
20:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
18:00:00,Unknwon,Female,Writing & reading,Employee,Below 1yr,Private Vehicle,Owner,Unknown,Office areas,other,Unknown,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Tuesday
13:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
13:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Residential areas,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Friday
17:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Public Transport,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,4,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Tuesday
17:00:00,Dewasa,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,4,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Improper Parking/Exit,Slight Injury,Tuesday
17:00:00,Dewasa,Male,High school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,4,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Slight Injury,Tuesday
