Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Day
13:00:00,18-30,Male,Owner,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,3,Moving forward,na,Priority Violation,Slight Injury,Sunday
16:00:00,31-50,Male,Owner,Above 10yr,Private Vehicle,Governmental,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,2,Moving forward,na,Priority Violation,Serious Injury,Tuesday
16:00:00,31-50,Male,Owner,2-5yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,2,Moving forward,3,Priority Violation,Serious Injury,Tuesday
16:00:00,Unknown,Male,Owner,Above 10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Turning,na,No Distance,Slight Injury,Tuesday
16:00:00,31-50,Male,Owner,5-10yr,Private Vehicle,Governmental, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,2,Moving forward,3,Moving Backward,Slight Injury,Tuesday
16:00:00,31-50,Male,Owner,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury,Tuesday
07:00:00,18-30,Male,Owner,5-10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Slight Injury,Tuesday
07:00:00,31-50,Male,Owner,Below 1yr,Other,Governmental,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Tuesday
16:00:00,31-50,Male,Owner,2-5yr,Special Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,2,Other,3,No Distance,Slight Injury,Saturday
16:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,na,Unsafe Lane Change,Slight Injury,Saturday
16:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Turning,3,DUI (Drugs/Alcohol),Slight Injury,Saturday
16:00:00,Unknown,Male,Employee,2-5yr,Commercial Vehicle,Organization, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,3,No Distance,Slight Injury,Saturday
15:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Reckless Driving,Serious Injury,Tuesday
18:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,3,No Distance,Slight Injury,Monday
18:00:00,18-30,Male,Employee,Above 10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
07:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,Priority Violation,Slight Injury,Friday
07:00:00,Unknown,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,3,Unsafe Lane Change,Slight Injury,Friday
13:00:00,Under 18,Male,Employee,Above 10yr,Private Vehicle,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
13:00:00,Over 51,Male,Owner,5-10yr,Private Vehicle,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Monday
11:00:00,Unknown,Male,Owner,5-10yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Other,na,Priority Violation,Slight Injury,Thursday
11:00:00,Unknown,Male,Employee,5-10yr,Public Transport,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,2,Driving carelessly,Slight Injury,Thursday
11:00:00,Unknown,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,3,No Distance,Slight Injury,Thursday
11:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner, Industrial areas,Undivided Two way,Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,3,Driving carelessly,Slight Injury,Thursday
07:00:00,18-30,Male,Employee,5-10yr,Non-Motorized,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Driving carelessly,Slight Injury,Tuesday
07:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury,Tuesday
17:00:00,31-50,Male,Employee,Above 10yr,Commercial Vehicle,Owner, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,2,Speeding,Slight Injury,Friday
18:00:00,Unknown,Male,Employee,Above 10yr,Private Vehicle,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,Priority Violation,Slight Injury,Tuesday
18:00:00,Over 51,Male,Employee,Above 10yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Priority Violation,Slight Injury,Tuesday
15:00:00,18-30,Male,Employee,Above 10yr,Special Vehicle,Owner,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,2,Unsafe Lane Change,Serious Injury,Tuesday
17:00:00,Over 51,Male,Employee,Above 10yr,Private Vehicle,Governmental,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Moving forward,3,Priority Violation,Slight Injury,Thursday
17:00:00,Over 51,Male,Employee,Above 10yr,Public Transport,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,No Distance,Slight Injury,Thursday
17:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,Moving Backward,Slight Injury,Thursday
12:00:00,Unknown,Male,Employee,2-5yr,Commercial Vehicle,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Wednesday
12:00:00,Over 51,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,3,No Distance,Slight Injury,Wednesday
16:00:00,Under 18,Male,Employee,Below 1yr,Public Transport,Owner,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,4,Moving forward,3,Speeding,Slight Injury,Thursday
16:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,4,Moving forward,na,No Distance,Slight Injury,Thursday
16:00:00,18-30,Male,Employee,Below 1yr,Commercial Vehicle,Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,4,Moving forward,3,Unsafe Lane Change,Slight Injury,Thursday
16:00:00,Over 51,Male,Employee,Below 1yr,Public Transport,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,4,Moving forward,na,DUI (Drugs/Alcohol),Slight Injury,Thursday
11:00:00,31-50,Male,Employee,5-10yr,Public Transport,Owner,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,4,Moving forward,3,No Distance,Slight Injury,Tuesday
11:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Other,na,No Distance,Slight Injury,Tuesday
11:00:00,31-50,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving forward,3,Unsafe Lane Change,Slight Injury,Tuesday
11:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner, Hospital areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving backward,3,Unsafe Lane Change,Slight Injury,Tuesday
15:00:00,Unknown,Male,Employee,1-2yr,Other,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,Moving Backward,Slight Injury,Thursday
15:00:00,Under 18,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Thursday
07:00:00,Unknown,Female,Employee,Above 10yr,Private Vehicle,Owner,  Recreational areas,One way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Thursday
07:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Driving carelessly,Slight Injury,Thursday
19:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,3,Moving Backward,Slight Injury,Saturday
19:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,na,No Distance,Slight Injury,Saturday
19:00:00,18-30,Male,Employee,Above 10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Thursday
19:00:00,Over 51,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Slight Injury,Thursday
16:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Serious Injury,Tuesday
16:00:00,Unknown,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Serious Injury,Tuesday
08:00:00,Over 51,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,2,Driving carelessly,Slight Injury,Friday
08:00:00,18-30,Male,Employee,Below 1yr,Commercial Vehicle,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury,Friday
16:00:00,Unknown,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Other,3,Priority Violation,Slight Injury,Tuesday
16:00:00,Unknown,Male,Employee,5-10yr,Private Vehicle,Owner,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,2,Other,3,Unsafe Lane Change,Slight Injury,Tuesday
16:00:00,18-30,Male,Employee,Below 1yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,2,Moving backward,3,Unsafe Lane Change,Slight Injury,Tuesday
16:00:00,18-30,Male,Employee,1-2yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,na,Priority Violation,Slight Injury,Tuesday
10:00:00,18-30,Male,Employee,2-5yr,Private Vehicle,Owner,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Speeding,Serious Injury,Friday
10:00:00,Over 51,Male,Employee,1-2yr,Private Vehicle,Owner, Industrial areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,No Distance,Slight Injury,Saturday
10:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,No Distance,Slight Injury,Saturday
15:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,3,Driving carelessly,Slight Injury,Tuesday
08:00:00,Over 51,Male,Employee,Above 10yr,Public Transport,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Driving carelessly,Slight Injury,Friday
12:00:00,Unknown,Female,Owner,5-10yr,Commercial Vehicle,Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury,Saturday
12:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,No Distance,Slight Injury,Saturday
18:00:00,Under 18,Male,Employee,5-10yr,Private Vehicle,Owner, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,3,Unsafe Lane Change,Serious Injury,Saturday
18:00:00,31-50,Male,Owner,5-10yr,Public Transport,Owner, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Speeding,Serious Injury,Saturday
19:00:00,Unknown,Female,Employee,2-5yr,Commercial Vehicle,Governmental, Outside rural areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,3,1,Moving backward,3,No Distance,Slight Injury,Sunday
19:00:00,31-50,Male,Employee,Above 10yr,Commercial Vehicle,Owner, Outside rural areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,na,Speeding,Slight Injury,Sunday
