Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
9:20:00,Thursday,Dewasa,Male,Junior high school,Employee,No Licence,Private Vehicle,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury
9:20:00,Thursday,Dewasa,Male,Above high school,Employee,Below 1yr,Public Transport,Organization,Above 10yr,, Hospital areas,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
19:09:00,Wednesday,Dewasa,Male,Elementary school,Employee,5-10yr,Special Vehicle,Owner,Unknown,,Office areas,One way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
18:45:00,Saturday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,3,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,No Distance,Slight Injury
18:45:00,Saturday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Organization,5-10yrs,No defect, Hospital areas,Undivided Two way,,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:45:00,Saturday,Dewasa,Male,High school,Employee,5-10yr,Public Transport,Owner,Above 10yr,No defect,Office areas,other,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Moving Backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:45:00,Saturday,Unknwon,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
13:40:00,Saturday,Unknwon,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,1-2yr,,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:40:00,Saturday,Dewasa,Male,Writing & reading,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,,Office areas,Two-way (divided with broken lines road marking),,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
19:42:00,Monday,Remaja,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,,No defect,Other,Double carriageway (median),Mountainous,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,,Male,31-50,3,Normal,Crossing from driver's nearside,Unsafe Lane Change,Serious Injury
18:14:00,Saturday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,1-2yr,No defect,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury
19:49:00,Wednesday,Dewasa,Male,Writing & reading,Employee,Below 1yr,Commercial Vehicle,Owner,,No defect,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,3,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Serious Injury
19:49:00,Wednesday,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,3,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Driving carelessly,Serious Injury
19:49:00,Wednesday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Serious Injury
16:00:00,Thursday,Unknwon,Female,Elementary school,Employee,Above 10yr,Special Vehicle,Owner,5-10yrs,,Office areas,Undivided Two way,,Y Shape,Asphalt roads,Snow,Daylight,Fog or mist,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury
18:30:00,Thursday,Unknwon,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,,,,Office areas,other,Straight,Y Shape,Gravel roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:30:00,Thursday,Remaja,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,2,Normal,Unknown or other,Moving Backward,Slight Injury
11:30:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,No defect, Church areas,Undivided Two way,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Other,Male,Under 18,3,unknown,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury
16:02:00,Wednesday,Remaja,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect, Industrial areas,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
7:48:00,Wednesday,Remaja,Male,Junior high school,Employee,2-5yr,Other,Owner,1-2yr,No defect,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
18:50:00,Friday,Remaja,Male,Junior high school,Owner,Below 1yr,Other,Owner,Unknown,No defect, Church areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Male,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:50:00,Friday,Remaja,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:50:00,Friday,Unknwon,Male,Junior high school,Employee,Above 10yr,Other,Owner,,No defect,Office areas,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
18:50:00,Friday,Unknwon,Female,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
12:00:00,Wednesday,Unknwon,Male,Elementary school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
12:00:00,Wednesday,Lansia,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,5-10yrs,,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury
21:15:00,Friday,Unknwon,Male,Elementary school,Other,Above 10yr,Private Vehicle,Owner,2-5yrs,,Office areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,unknown,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
21:15:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
21:39:00,Tuesday,Remaja,Male,Junior high school,Employee,Below 1yr,Private Vehicle,,,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,Male,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
21:39:00,Tuesday,Remaja,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
16:02:00,Monday,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,1,3,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury
16:02:00,Monday,Lansia,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,, Church areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,1,3,Going straight,Male,unknown,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
16:02:00,Monday,Lansia,Male,Junior high school,Employee,Below 1yr,Public Transport,Governmental,Unknown,No defect, Church areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,3,Getting off,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
16:37:00,Tuesday,Dewasa,Male,Junior high school,Owner,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Serious Injury
16:37:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Serious Injury
13:43:00,Monday,Dewasa,Male,Writing & reading,Employee,2-5yr,Other,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Male,31-50,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:43:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Male,31-50,3,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Unsafe Lane Change,Slight Injury
8:00:00,Wednesday,Dewasa,Male,High school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,, Church areas,other,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Speeding,Slight Injury
8:00:00,Wednesday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Moving Backward,Female,18-30,3,Normal,Unknown or other,Overloading,Slight Injury
12:58:00,Thursday,Unknwon,Male,High school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,No defect,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,2,5,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
12:58:00,Thursday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,,No defect,  Recreational areas,other,Straight,No junction,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,2,5,,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
12:58:00,Thursday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Governmental,,No defect,Office areas,other,Straight,No junction,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,2,5,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
12:58:00,Thursday,Dewasa,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,No defect, Industrial areas,other,Straight,No junction,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,2,5,,Female,18-30,3,Normal,Unknown or other,Moving Backward,Slight Injury
12:58:00,Thursday,Dewasa,Male,High school,Employee,No Licence,Public Transport,,,,,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,2,5,Going straight,Female,31-50,3,unknown,Unknown or other,Unsafe Lane Change,Slight Injury
12:58:00,Thursday,Dewasa,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,,No defect,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,2,5,,Male,Over 51,3,Normal,Unknown or other,Priority Violation,Slight Injury
9:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,1-2yr,Other,Governmental,Above 10yr,No defect,Residential areas,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury
17:00:00,Thursday,Unknwon,Female,Junior high school,Employee,2-5yr,Private Vehicle,Owner,1-2yr,No defect, Industrial areas,other,Straight,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
15:08:00,Tuesday,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
8:59:00,Thursday,Dewasa,Male,,,,Private Vehicle,Owner,Unknown,No defect,Residential areas,other,Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
8:59:00,Thursday,Dewasa,Male,,,,Private Vehicle,Owner,,No defect,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
14:20:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Male,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
14:20:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,Above 10yr,No defect,Office areas,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
16:37:00,Friday,Dewasa,Male,Junior high school,Owner,Above 10yr,Public Transport,Owner,1-2yr,No defect,Office areas,Undivided Two way,,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Slight Injury
16:37:00,Friday,Dewasa,Male,,,,Other,Owner,,No defect,Office areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,unknown,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
7:17:00,Wednesday,Dewasa,Male,Elementary school,Owner,Above 10yr,Other,Owner,,No defect,Office areas,Undivided Two way,Straight,O Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Slight Injury
7:17:00,Wednesday,Unknwon,Male,,,,Non-Motorized,Owner,,No defect,Office areas,other,Straight,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
17:15:00,Sunday,Dewasa,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
