Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
13:00:00,Sunday,31-50,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Residential areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,3,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Overturning,Serious Injury
13:00:00,Sunday,Unknown,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner, Church areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,3,Moving forward,Male,31-50,3,,,Unknown or other,No distancing,Serious Injury
13:00:00,Sunday,Unknown,Male,Employee,1-2yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,4,3,Moving forward,Female,31-50,3,Driver,Normal,Unknown or other,Driving carelessly,Serious Injury
12:00:00,Monday,Unknown,Male,Employee,5-10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Monday,31-50,Male,Owner,1-2yr,Automobile,Governmental,Office areas,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Friday,Unknown,Male,Employee,5-10yr,Long lorry,Owner,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:00:00,Friday,18-30,Male,Employee,2-5yr,Long lorry,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Thursday,Unknown,Male,Employee,2-5yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
16:00:00,Thursday,31-50,Male,Employee,5-10yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
00:00:00,Wednesday,31-50,Male,Owner,Below 1yr,Automobile,Owner,Other,Undivided Two way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
00:00:00,Wednesday,Unknown,Female,Employee,Below 1yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Other,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Changing lane to the left,Slight Injury
08:00:00,Wednesday,Unknown,Male,Employee,5-10yr,Special vehicle,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Wednesday,Unknown,Female,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Other,Double carriageway (median),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
04:00:00,Saturday,18-30,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
04:00:00,Saturday,31-50,Male,Employee,2-5yr,Lorry (11 - 40 Quintal),Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
12:00:00,Wednesday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Self-accident,2,2,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the right,Slight Injury
12:00:00,Wednesday,31-50,Male,Employee,5-10yr,Motorcycle,Organization, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads with some distress,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
12:00:00,Wednesday,31-50,Male,Owner,5-10yr,Automobile,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:00:00,Thursday,18-30,Male,Employee,5-10yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Thursday,18-30,Male,Owner,5-10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
18:00:00,Thursday,31-50,Male,Employee,2-5yr,Stationwagen,Owner, Industrial areas,Unknown,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Other,Male,31-50,3,,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Tuesday,18-30,Male,Employee,5-10yr,Automobile,Owner, Industrial areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Other,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Tuesday,31-50,Male,Employee,Below 1yr,Public (> 45 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:00:00,Sunday,31-50,Male,Employee,1-2yr,Public (> 45 seats),Organization, Hospital areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
15:00:00,Sunday,Unknown,Female,Employee,2-5yr,Stationwagen,Owner,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Wednesday,31-50,Male,Employee,2-5yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Wednesday,Under 18,Male,Employee,5-10yr,Bicycle,Organization, Hospital areas,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Other,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Wednesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving backward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
13:00:00,Tuesday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
13:00:00,Tuesday,Over 51,Male,Employee,Above 10yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
07:00:00,Sunday,31-50,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
07:00:00,Sunday,31-50,Male,Owner,Above 10yr,Special vehicle,Owner,Other,Double carriageway (median),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Saturday,18-30,Male,Employee,unknown,Automobile,Owner,Office areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
16:00:00,Saturday,31-50,Male,Employee,5-10yr,Public (13 - 45 seats),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
07:00:00,Friday,18-30,Male,Employee,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
07:00:00,Friday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Exiting,Female,18-30,3,Driver,Normal,Crossing from driver's nearside,Driving carelessly,Slight Injury
23:00:00,Thursday,Unknown,Female,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Unknown or other,Moving Backward,Fatal injury
19:00:00,Sunday,Unknown,Male,Owner,5-10yr,Public (12 seats),Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Tuesday,Unknown,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,3,Moving backward,Male,5,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Tuesday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,31-50,2,,,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Tuesday,18-30,Male,Employee,2-5yr,Public (12 seats),Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
14:00:00,Tuesday,18-30,Male,Owner,Above 10yr,Public (> 45 seats),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
14:00:00,Saturday,Unknown,Male,Employee,1-2yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
14:00:00,Saturday,31-50,Unknown,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,Over 51,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
07:00:00,Friday,31-50,Male,Employee,5-10yr,Stationwagen,Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
07:00:00,Friday,Unknown,Male,Owner,5-10yr,Other,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
07:00:00,Tuesday,18-30,Male,Employee,5-10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,,,Not a Pedestrian,Overtaking,Slight Injury
07:00:00,Tuesday,18-30,Male,Employee,5-10yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Saturday,31-50,Male,Employee,Above 10yr,Stationwagen,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving backward,Male,18-30,3,,,Unknown or other,Changing lane to the right,Slight Injury
20:00:00,Saturday,Unknown,Male,Employee,1-2yr,Pick up upto 10 Quintal,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Unknown or other,Overtaking,Slight Injury
16:00:00,Monday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Male,31-50,3,Driver,,Not a Pedestrian,Overloading,Slight Injury
16:00:00,Tuesday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Other,Serious Injury
16:00:00,Tuesday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Female,31-50,3,Unemployed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
21:00:00,Sunday,Unknown,Female,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
21:00:00,Sunday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Governmental, Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
14:00:00,Saturday,Unknown,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
14:00:00,Saturday,18-30,Male,Owner,Below 1yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Serious Injury
12:00:00,Monday,Over 51,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Monday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
